user_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,0.2777777777777778,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.05555555555555555
5,0.13333333333333333,0.2222222222222222,0.1111111111111111,0.15555555555555556,0.5111111111111111,0.1,0.03333333333333333,0.43333333333333335,0.14444444444444443,0.0,0.044444444444444446,0.05555555555555555,0.1111111111111111,0.06666666666666667,0.35555555555555557,0.06666666666666667,0.12222222222222222,0.044444444444444446,0.0
9,0.15,0.1,0.05,0.05,0.325,0.2,0.0,0.65,0.075,0.0,0.05,0.0,0.0,0.05,0.4,0.1,0.2,0.05,0.0
15,0.2758169934640523,0.19019607843137254,0.04379084967320261,0.04771241830065359,0.35947712418300654,0.17516339869281045,0.047058823529411764,0.4699346405228758,0.08235294117647059,0.01437908496732026,0.05620915032679739,0.04967320261437908,0.02091503267973856,0.09411764705882353,0.1718954248366013,0.15816993464052287,0.2954248366013072,0.04379084967320261,0.013071895424836602
48,0.31453362255965295,0.2993492407809111,0.24511930585683298,0.15835140997830802,0.31453362255965295,0.11062906724511931,0.05639913232104121,0.39913232104121477,0.18655097613882862,0.0021691973969631237,0.11713665943600868,0.13882863340563992,0.026030368763557483,0.09761388286334056,0.13665943600867678,0.24511930585683298,0.2472885032537961,0.04121475054229935,0.008676789587852495
73,0.3443754313319531,0.23809523809523808,0.0924775707384403,0.0841959972394755,0.3630089717046239,0.18150448585231194,0.006901311249137336,0.38716356107660455,0.12146307798481712,0.006901311249137336,0.13250517598343686,0.04623878536922015,0.031055900621118012,0.06970324361628709,0.11663216011042098,0.19047619047619047,0.2939958592132505,0.04071773636991028,0.013112491373360938
105,0.3029661016949153,0.1694915254237288,0.019067796610169493,0.02754237288135593,0.3707627118644068,0.2330508474576271,0.01059322033898305,0.4978813559322034,0.06991525423728813,0.00847457627118644,0.08686440677966102,0.00423728813559322,0.025423728813559324,0.08686440677966102,0.1843220338983051,0.1228813559322034,0.3050847457627119,0.048728813559322036,0.0211864406779661
130,0.35311572700296734,0.33827893175074186,0.08902077151335312,0.13353115727002968,0.40059347181008903,0.17210682492581603,0.002967359050445104,0.3590504451038576,0.1543026706231454,0.005934718100890208,0.04154302670623145,0.026706231454005934,0.07418397626112759,0.05341246290801187,0.1543026706231454,0.20474777448071216,0.22255192878338279,0.05637982195845697,0.026706231454005934
150,0.42857142857142855,0.2776280323450135,0.0215633423180593,0.06199460916442048,0.4420485175202156,0.1752021563342318,0.0026954177897574125,0.2749326145552561,0.09433962264150944,0.008086253369272238,0.05121293800539083,0.01078167115902965,0.016172506738544475,0.0673854447439353,0.13746630727762804,0.19946091644204852,0.3504043126684636,0.02425876010781671,0.013477088948787063
185,0.1912568306010929,0.3770491803278688,0.32786885245901637,0.33879781420765026,0.48633879781420764,0.08743169398907104,0.0,0.3114754098360656,0.273224043715847,0.00546448087431694,0.0546448087431694,0.02185792349726776,0.18032786885245902,0.01639344262295082,0.16939890710382513,0.2677595628415301,0.09289617486338798,0.04371584699453552,0.01639344262295082
190,0.07407407407407407,0.05555555555555555,0.037037037037037035,0.05555555555555555,0.46296296296296297,0.09259259259259259,0.0,0.6296296296296297,0.07407407407407407,0.0,0.018518518518518517,0.0,0.018518518518518517,0.07407407407407407,0.18518518518518517,0.037037037037037035,0.07407407407407407,0.018518518518518517,0.018518518518518517
193,0.1016949152542373,0.1694915254237288,0.05084745762711865,0.05084745762711865,0.6271186440677966,0.15254237288135594,0.0,0.5254237288135594,0.13559322033898305,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.05084745762711865,0.2033898305084746,0.05084745762711865,0.15254237288135594,0.05084745762711865,0.0
195,0.32798165137614677,0.231651376146789,0.02522935779816514,0.06880733944954129,0.36926605504587157,0.1536697247706422,0.016055045871559634,0.45871559633027525,0.11009174311926606,0.02981651376146789,0.034403669724770644,0.0045871559633027525,0.0389908256880734,0.04128440366972477,0.1743119266055046,0.14908256880733944,0.19724770642201836,0.0963302752293578,0.03669724770642202
212,0.27411167512690354,0.2233502538071066,0.07360406091370558,0.10913705583756345,0.3870558375634518,0.1548223350253807,0.0038071065989847717,0.4606598984771574,0.13071065989847716,0.0012690355329949238,0.0583756345177665,0.025380710659898477,0.07106598984771574,0.05964467005076142,0.22588832487309646,0.11421319796954314,0.23096446700507614,0.06472081218274112,0.02030456852791878
213,0.463980463980464,0.36385836385836384,0.13553113553113552,0.18925518925518925,0.36874236874236876,0.14774114774114774,0.0,0.25518925518925517,0.231990231990232,0.0,0.07448107448107448,0.1221001221001221,0.04884004884004884,0.07203907203907203,0.18192918192918192,0.2600732600732601,0.33455433455433453,0.013431013431013432,0.009768009768009768
220,0.19230769230769232,0.12692307692307692,0.026923076923076925,0.04230769230769231,0.36923076923076925,0.18846153846153846,0.015384615384615385,0.5653846153846154,0.04230769230769231,0.023076923076923078,0.08076923076923077,0.0038461538461538464,0.038461538461538464,0.09615384615384616,0.21153846153846154,0.09615384615384616,0.26153846153846155,0.06153846153846154,0.011538461538461539
226,0.3125,0.25,0.0625,0.09375,0.375,0.21875,0.0,0.46875,0.09375,0.0,0.03125,0.0625,0.0,0.0625,0.40625,0.0625,0.28125,0.0,0.0
236,0.13432835820895522,0.13432835820895522,0.024875621890547265,0.014925373134328358,0.208955223880597,0.22388059701492538,0.004975124378109453,0.6517412935323383,0.05472636815920398,0.09950248756218906,0.05970149253731343,0.009950248756218905,0.029850746268656716,0.13930348258706468,0.21890547263681592,0.0845771144278607,0.25870646766169153,0.08955223880597014,0.029850746268656716
276,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.2777777777777778,0.0,0.1111111111111111,0.2222222222222222,0.0,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.05555555555555555,0.05555555555555555
