,userId,movieId,rating,timestamp
0,1,2294,2.0,1260759108
1,1,2455,2.5,1260759113
2,1,3671,3.0,1260759117
3,1,1339,3.5,1260759125
4,1,1343,2.0,1260759131
5,1,1371,2.5,1260759135
6,1,2105,4.0,1260759139
7,1,31,2.5,1260759144
8,1,1293,2.0,1260759148
9,1,1263,2.0,1260759151
10,1,1029,3.0,1260759179
11,1,1061,3.0,1260759182
12,1,1129,2.0,1260759185
13,1,1287,2.0,1260759187
14,1,1953,4.0,1260759191
15,1,2150,3.0,1260759194
16,1,2193,2.0,1260759198
17,1,2968,1.0,1260759200
18,2,150,5.0,835355395
19,2,296,4.0,835355395
20,2,590,5.0,835355395
21,2,592,5.0,835355395
22,2,153,4.0,835355441
23,2,165,3.0,835355441
24,2,349,4.0,835355441
25,2,588,3.0,835355441
26,2,292,3.0,835355492
27,2,339,3.0,835355492
28,2,10,4.0,835355493
29,2,161,3.0,835355493
30,2,185,3.0,835355511
31,2,208,3.0,835355511
32,2,253,4.0,835355511
33,2,457,3.0,835355511
34,2,593,3.0,835355511
35,2,110,4.0,835355532
36,2,300,3.0,835355532
37,2,410,3.0,835355532
38,2,317,2.0,835355551
39,2,47,4.0,835355552
40,2,225,3.0,835355552
41,2,50,4.0,835355586
42,2,266,5.0,835355586
43,2,39,5.0,835355604
44,2,364,3.0,835355604
45,2,454,4.0,835355604
46,2,367,3.0,835355619
47,2,356,3.0,835355628
48,2,480,4.0,835355643
49,2,186,3.0,835355664
50,2,235,3.0,835355664
51,2,17,5.0,835355681
52,2,261,4.0,835355681
53,2,265,5.0,835355697
54,2,350,4.0,835355697
55,2,589,5.0,835355697
56,2,168,3.0,835355710
57,2,377,3.0,835355710
58,2,509,4.0,835355719
59,2,500,4.0,835355731
60,2,527,4.0,835355731
61,2,62,3.0,835355749
62,2,223,1.0,835355749
63,2,357,3.0,835355749
64,2,272,3.0,835355767
65,2,539,3.0,835355767
66,2,551,5.0,835355767
67,2,273,4.0,835355779
68,2,587,3.0,835355779
69,2,468,4.0,835355790
70,2,586,3.0,835355790
71,2,515,4.0,835355817
72,2,585,5.0,835355817
73,2,474,2.0,835355828
74,2,222,5.0,835355840
75,2,508,4.0,835355860
76,2,552,3.0,835355860
77,2,497,3.0,835355880
78,2,248,3.0,835355896
79,2,319,1.0,835355918
80,2,485,3.0,835355918
81,2,370,2.0,835355932
82,2,616,3.0,835355932
83,2,371,3.0,835355968
84,2,720,4.0,835355978
85,2,144,3.0,835356016
86,3,355,2.5,1298861589
87,3,1271,3.0,1298861605
88,3,1235,4.0,1298861628
89,3,3510,4.0,1298861633
90,3,247,3.5,1298861637
91,3,8622,3.5,1298861650
92,3,1378,4.0,1298861658
93,3,60,3.0,1298861675
94,3,866,3.0,1298861687
95,3,2841,4.0,1298861733
96,3,2318,4.0,1298861753
97,3,267,3.0,1298861761
98,3,2513,3.0,1298861789
99,3,2702,3.5,1298861796
100,3,3243,3.0,1298861968
101,3,318,5.0,1298862121
102,3,356,5.0,1298862167
103,3,48783,4.5,1298862361
104,3,296,4.5,1298862418
105,3,50068,4.5,1298862467
106,3,527,3.0,1298862528
107,3,27369,3.5,1298862555
108,3,5669,3.5,1298862672
109,3,2694,3.0,1298862710
110,3,2959,5.0,1298862874
111,3,1884,4.0,1298863143
112,3,778,4.0,1298863157
113,3,3949,5.0,1298863174
114,3,7153,2.5,1298921787
115,3,1210,3.0,1298921795
116,3,2858,4.0,1298921825
117,3,593,3.0,1298921840
118,3,2028,4.0,1298921862
119,3,110,4.0,1298922049
120,3,2762,3.5,1298922057
121,3,7361,3.0,1298922065
122,3,58559,3.0,1298922071
123,3,6377,3.0,1298922080
124,3,1580,3.5,1298922089
125,3,588,3.0,1298922100
126,3,84236,4.0,1298922130
127,3,1721,4.5,1298923236
128,3,377,2.5,1298923242
129,3,592,3.0,1298923247
130,3,595,2.0,1298923260
131,4,1210,5.0,949778714
132,4,2734,4.0,949778714
133,4,1097,5.0,949778771
134,4,2018,5.0,949778771
135,4,289,4.0,949778802
136,4,3208,2.0,949778946
137,4,858,5.0,949779022
138,4,260,5.0,949779042
139,4,541,5.0,949779091
140,4,1196,5.0,949779173
141,4,1198,5.0,949779173
142,4,1208,5.0,949779173
143,4,1219,5.0,949779173
144,4,1225,5.0,949779173
145,4,1214,5.0,949810261
146,4,1387,5.0,949810261
147,4,1953,5.0,949810261
148,4,1954,5.0,949810261
149,4,2640,5.0,949810261
150,4,2991,5.0,949810261
151,4,1371,4.0,949810302
152,4,1388,4.0,949810302
153,4,2409,4.0,949810302
154,4,380,3.0,949810534
155,4,590,3.0,949810534
156,4,2916,4.0,949810534
157,4,112,5.0,949810582
158,4,349,5.0,949810582
159,4,480,5.0,949810582
160,4,1356,4.0,949810582
161,4,2628,5.0,949810582
162,4,2723,5.0,949810582
163,4,329,3.0,949810618
164,4,2046,5.0,949810618
165,4,10,4.0,949810645
166,4,434,4.0,949810688
167,4,1377,3.0,949810688
168,4,1917,4.0,949810688
169,4,1544,3.0,949811230
170,4,2822,3.0,949811230
171,4,464,4.0,949811315
172,4,153,4.0,949811346
173,4,173,3.0,949811346
174,4,1197,5.0,949811490
175,4,1288,5.0,949811490
176,4,2791,5.0,949811490
177,4,1079,5.0,949811523
178,4,1220,5.0,949811523
179,4,1270,5.0,949811523
180,4,2716,5.0,949811523
181,4,3210,4.0,949811523
182,4,1259,4.0,949811559
183,4,1285,4.0,949811559
184,4,1663,4.0,949811559
185,4,1968,5.0,949811559
186,4,2248,4.0,949811559
187,4,2918,5.0,949811559
188,4,3039,4.0,949811559
189,4,1257,5.0,949811602
190,4,1307,4.0,949811602
191,4,2000,5.0,949811602
192,4,2144,5.0,949811603
193,4,2371,4.0,949811603
194,4,2795,4.0,949811603
195,4,3104,4.0,949811603
196,4,2020,4.0,949811738
197,4,2804,5.0,949811738
198,4,296,5.0,949895708
199,4,1213,5.0,949895708
200,4,1089,5.0,949895732
201,4,3265,5.0,949895732
202,4,431,3.0,949895772
203,4,1396,5.0,949895772
204,4,2268,5.0,949895772
205,4,1805,1.0,949895864
206,4,367,4.0,949895887
207,4,2002,3.0,949895907
208,4,1918,2.0,949895956
209,4,2616,1.0,949895993
210,4,2986,3.0,949896015
211,4,2005,5.0,949896070
212,4,2140,5.0,949896070
213,4,2161,5.0,949896070
214,4,2174,5.0,949896070
215,4,2193,3.0,949896070
216,4,2797,5.0,949896070
217,4,2968,5.0,949896070
218,4,2021,4.0,949896114
219,4,2054,3.0,949896114
220,4,2086,5.0,949896114
221,4,2100,5.0,949896114
222,4,2105,4.0,949896114
223,4,2143,4.0,949896114
224,4,2872,5.0,949896114
225,4,1206,5.0,949896159
226,4,2034,4.0,949896183
227,4,2091,5.0,949896183
228,4,1036,5.0,949896244
229,4,1200,5.0,949896244
230,4,1240,5.0,949896244
231,4,1674,5.0,949896244
232,4,1127,5.0,949896275
233,4,1332,4.0,949896275
234,4,2551,4.0,949896275
235,4,3101,4.0,949896275
236,4,1994,5.0,949896309
237,4,2110,3.0,949896309
238,4,2263,3.0,949896309
239,4,2902,2.0,949896309
240,4,2903,1.0,949896309
241,4,1030,5.0,949896377
242,4,1031,5.0,949896377
243,4,1380,5.0,949896377
244,4,2877,5.0,949896377
245,4,2683,4.0,949896497
246,4,2699,4.0,949896497
247,4,2770,1.0,949896521
248,4,3016,3.0,949896543
249,4,2064,5.0,949918648
250,4,2659,3.0,949918671
251,4,1222,5.0,949918693
252,4,3071,4.0,949918715
253,4,1258,5.0,949918743
254,4,1291,5.0,949918743
255,4,1961,5.0,949918743
256,4,2194,5.0,949918764
257,4,1374,4.0,949918787
258,4,2987,5.0,949918807
259,4,2467,5.0,949918875
260,4,2867,3.0,949918875
261,4,1376,3.0,949918904
262,4,3169,4.0,949918904
263,4,1298,4.0,949918927
264,4,2114,5.0,949918927
265,4,2348,4.0,949918927
266,4,2003,2.0,949918970
267,4,3251,5.0,949918970
268,4,2115,5.0,949918994
269,4,2403,4.0,949918994
270,4,2406,5.0,949918994
271,4,903,5.0,949919189
272,4,913,5.0,949919247
273,4,1344,5.0,949919247
274,4,910,4.0,949919306
275,4,2080,5.0,949919306
276,4,1016,4.0,949919322
277,4,1073,5.0,949919372
278,4,1136,5.0,949919372
279,4,1230,5.0,949919372
280,4,1278,5.0,949919372
281,4,1125,5.0,949919399
282,4,2109,5.0,949919399
283,4,2788,5.0,949919399
284,4,1194,5.0,949919419
285,4,3040,5.0,949919419
286,4,1011,4.0,949919454
287,4,2014,4.0,949919454
288,4,1243,5.0,949919519
289,4,34,5.0,949919556
290,4,2289,5.0,949919556
291,4,1265,5.0,949919591
292,4,3060,5.0,949919656
293,4,141,5.0,949919681
294,4,357,5.0,949919681
295,4,1858,5.0,949919738
296,4,3108,5.0,949919738
297,4,3255,4.0,949919738
298,4,356,5.0,949919763
299,4,2124,4.0,949919763
300,4,440,4.0,949919802
301,4,3263,3.0,949919845
302,4,410,3.0,949919883
303,4,589,5.0,949919938
304,4,1580,5.0,949919978
305,4,1372,3.0,949920004
306,4,442,4.0,949920028
307,4,2094,4.0,949920028
308,4,185,3.0,949920047
309,4,435,1.0,949920135
310,4,919,5.0,949949396
311,4,1282,5.0,949949396
312,4,2102,5.0,949949396
313,4,616,5.0,949949444
314,5,1380,5.0,1163373044
315,5,1035,5.0,1163373103
316,5,2081,5.0,1163373109
317,5,903,3.5,1163373135
318,5,3753,3.5,1163373148
319,5,2023,1.5,1163373188
320,5,2424,4.0,1163373193
321,5,277,4.5,1163373208
322,5,6711,2.5,1163373238
323,5,2294,4.0,1163373251
324,5,4014,4.0,1163373273
325,5,2273,4.0,1163373276
326,5,2694,4.5,1163373293
327,5,5299,4.5,1163373299
328,5,1022,4.0,1163373316
329,5,4963,3.0,1163373548
330,5,588,3.5,1163373551
331,5,8636,4.5,1163373593
332,5,5349,4.5,1163373606
333,5,377,4.0,1163373610
334,5,4995,4.5,1163373616
335,5,6377,4.0,1163373626
336,5,344,3.5,1163373636
337,5,858,2.5,1163373651
338,5,1961,4.0,1163373675
339,5,2683,4.0,1163373679
340,5,5816,3.0,1163373688
341,5,4022,3.5,1163373696
342,5,597,5.0,1163373711
343,5,500,4.5,1163373718
344,5,1923,4.5,1163373726
345,5,2762,3.5,1163373743
346,5,1721,4.0,1163373744
347,5,364,4.0,1163373752
348,5,367,4.0,1163373755
349,5,231,3.5,1163373762
350,5,4306,3.5,1163374103
351,5,8622,3.5,1163374118
352,5,2997,3.5,1163374127
353,5,3408,4.0,1163374137
354,5,41566,4.0,1163374144
355,5,356,4.0,1163374152
356,5,1393,3.5,1163374165
357,5,41569,4.0,1163374167
358,5,1193,3.0,1163374173
359,5,30793,3.5,1163374177
360,5,2355,3.5,1163374184
361,5,595,4.0,1163374190
362,5,3948,3.5,1163374198
363,5,5669,3.5,1163374206
364,5,33166,5.0,1163374211
365,5,1682,4.0,1163374214
366,5,34162,4.5,1163374227
367,5,3897,4.5,1163374235
368,5,1221,2.5,1163374239
369,5,141,4.0,1163374242
370,5,2706,4.0,1163374246
371,5,1784,4.5,1163374251
372,5,3114,3.5,1163374263
373,5,35836,4.0,1163374275
374,5,2918,3.5,1163374278
375,5,40819,4.5,1163374283
376,5,919,4.0,1163374286
377,5,2502,3.5,1163374290
378,5,1968,4.0,1163374324
379,5,30707,4.5,1163374340
380,5,4308,3.5,1163374354
381,5,48385,4.5,1163374357
382,5,8464,4.0,1163374381
383,5,5679,4.5,1163374389
384,5,586,4.0,1163374392
385,5,150,4.0,1163374404
386,5,3176,3.5,1163374408
387,5,8644,4.0,1163374426
388,5,5464,4.0,1163374443
389,5,6502,4.0,1163374455
390,5,440,4.0,1163374477
391,5,6218,3.5,1163374491
392,5,1307,4.0,1163374495
393,5,6942,4.0,1163374511
394,5,33679,4.0,1163374517
395,5,5995,4.0,1163374533
396,5,1544,3.5,1163374562
397,5,6373,4.0,1163374572
398,5,1247,4.0,1163374582
399,5,1997,3.5,1163374593
400,5,1777,4.0,1163374601
401,5,1485,4.5,1163374608
402,5,104,4.0,1163374639
403,5,30749,4.5,1163374702
404,6,158,2.0,1108134263
405,6,1204,5.0,1108134266
406,6,596,4.0,1108134269
407,6,2657,2.0,1108134271
408,6,2692,4.0,1108134274
409,6,1250,4.5,1108134284
410,6,2001,3.0,1108134289
411,6,2502,3.5,1108134291
412,6,2529,4.0,1108134293
413,6,903,4.0,1108134299
414,6,1276,4.5,1108134309
415,6,5952,5.0,1108134311
416,6,1876,0.5,1108134334
417,6,3052,1.0,1108134337
418,6,1285,4.5,1108134339
419,6,1909,3.0,1108134344
420,6,7153,5.0,1108134519
421,6,8874,4.5,1108134521
422,6,7361,4.0,1108134524
423,6,8368,3.5,1108134526
424,6,8784,3.0,1108134531
425,6,7090,3.0,1108134534
426,6,8636,4.0,1108134537
427,6,293,5.0,1108134539
428,6,2761,4.5,1108134545
429,6,2174,4.0,1109258175
430,6,1639,2.0,1109258179
431,6,1358,2.0,1109258181
432,6,3114,4.0,1109258183
433,6,3751,1.5,1109258190
434,6,1747,2.0,1109258194
435,6,1259,4.5,1109258196
436,6,2890,3.0,1109258199
437,6,2571,1.0,1109258202
438,6,111,4.0,1109258212
439,6,4641,1.5,1109258217
