user_id,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,0.10638297872340426,0.0851063829787234,0.2553191489361702,0.2978723404255319,0.2553191489361702,0.0425531914893617,0.0,0.44680851063829785,0.06382978723404255,0.0,0.0,0.23404255319148937,0.0,0.10638297872340426,0.06382978723404255,0.06382978723404255,0.0425531914893617,0.0
2,0.3706896551724138,0.1206896551724138,0.0,0.0,0.20689655172413793,0.07758620689655173,0.0,0.6551724137931034,0.0,0.008620689655172414,0.008620689655172414,0.0,0.008620689655172414,0.1810344827586207,0.11206896551724138,0.1896551724137931,0.12931034482758622,0.02586206896551724
3,0.5111111111111111,0.5555555555555556,0.022222222222222223,0.022222222222222223,0.5333333333333333,0.0,0.0,0.17777777777777778,0.044444444444444446,0.0,0.06666666666666667,0.0,0.022222222222222223,0.08888888888888889,0.13333333333333333,0.1111111111111111,0.044444444444444446,0.13333333333333333
4,0.8888888888888888,0.3333333333333333,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.2777777777777778,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.5,0.16666666666666666,0.16666666666666666,0.05555555555555555
5,0.14606741573033707,0.05056179775280899,0.02247191011235955,0.028089887640449437,0.2808988764044944,0.11235955056179775,0.028089887640449437,0.5280898876404494,0.0,0.016853932584269662,0.056179775280898875,0.011235955056179775,0.03932584269662921,0.14606741573033707,0.06741573033707865,0.19101123595505617,0.028089887640449437,0.0056179775280898875
6,0.14285714285714285,0.12698412698412698,0.14285714285714285,0.25396825396825395,0.4444444444444444,0.015873015873015872,0.0,0.30158730158730157,0.031746031746031744,0.0,0.0,0.30158730158730157,0.0,0.47619047619047616,0.031746031746031744,0.047619047619047616,0.06349206349206349,0.12698412698412698
7,0.9259259259259259,0.25925925925925924,0.0,0.0,0.1111111111111111,0.07407407407407407,0.0,0.25925925925925924,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.07407407407407407,0.37037037037037035,0.4444444444444444,0.14814814814814814,0.0
8,0.264,0.064,0.0,0.008,0.12,0.096,0.0,0.784,0.0,0.0,0.008,0.008,0.032,0.208,0.088,0.216,0.08,0.008
9,0.16842105263157894,0.05263157894736842,0.08421052631578947,0.042105263157894736,0.2736842105263158,0.14736842105263157,0.021052631578947368,0.5157894736842106,0.0,0.010526315789473684,0.010526315789473684,0.0,0.010526315789473684,0.18947368421052632,0.07368421052631578,0.23157894736842105,0.07368421052631578,0.010526315789473684
10,0.20833333333333334,0.19166666666666668,0.07222222222222222,0.15833333333333333,0.48055555555555557,0.03611111111111111,0.0,0.2861111111111111,0.10277777777777777,0.005555555555555556,0.05,0.08611111111111111,0.013888888888888888,0.18611111111111112,0.18333333333333332,0.06111111111111111,0.05555555555555555,0.016666666666666666
11,0.07317073170731707,0.06504065040650407,0.008130081300813009,0.04878048780487805,0.5853658536585366,0.056910569105691054,0.008130081300813009,0.42276422764227645,0.016260162601626018,0.0,0.032520325203252036,0.024390243902439025,0.016260162601626018,0.17886178861788618,0.024390243902439025,0.13821138211382114,0.032520325203252036,0.008130081300813009
12,0.3,0.15,0.0,0.05,0.25,0.25,0.0,0.45,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.05,0.0
13,0.6391752577319587,0.6597938144329897,0.020618556701030927,0.09278350515463918,0.15463917525773196,0.08247422680412371,0.0,0.2268041237113402,0.1134020618556701,0.010309278350515464,0.030927835051546393,0.010309278350515464,0.041237113402061855,0.1134020618556701,0.3402061855670103,0.20618556701030927,0.09278350515463918,0.030927835051546393
14,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.13636363636363635,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.0,0.045454545454545456,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.0
15,0.24444444444444444,0.05555555555555555,0.011111111111111112,0.005555555555555556,0.34444444444444444,0.17777777777777778,0.0,0.4166666666666667,0.011111111111111112,0.005555555555555556,0.05,0.022222222222222223,0.06666666666666667,0.12777777777777777,0.07222222222222222,0.3,0.06111111111111111,0.016666666666666666
16,0.1935483870967742,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.6451612903225806,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.2903225806451613,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.03225806451612903
17,0.30158730158730157,0.15343915343915343,0.042328042328042326,0.047619047619047616,0.164021164021164,0.09523809523809523,0.005291005291005291,0.3544973544973545,0.031746031746031744,0.042328042328042326,0.08994708994708994,0.010582010582010581,0.031746031746031744,0.07407407407407407,0.5185185185185185,0.2751322751322751,0.0582010582010582,0.010582010582010581
18,0.4635036496350365,0.291970802919708,0.15328467153284672,0.2846715328467153,0.26277372262773724,0.12043795620437957,0.0,0.2664233576642336,0.12043795620437957,0.010948905109489052,0.025547445255474453,0.08029197080291971,0.029197080291970802,0.11313868613138686,0.16058394160583941,0.145985401459854,0.06934306569343066,0.029197080291970802
19,0.3930131004366812,0.17467248908296942,0.12663755458515283,0.12663755458515283,0.2794759825327511,0.0611353711790393,0.004366812227074236,0.15283842794759825,0.03056768558951965,0.004366812227074236,0.22270742358078602,0.07423580786026202,0.039301310043668124,0.09170305676855896,0.22270742358078602,0.21397379912663755,0.043668122270742356,0.008733624454148471
20,0.6666666666666666,0.14285714285714285,0.0,0.0,0.19047619047619047,0.23809523809523808,0.0,0.2857142857142857,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.38095238095238093,0.14285714285714285,0.0
21,0.2631578947368421,0.2631578947368421,0.5789473684210527,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.05263157894736842
22,0.3408239700374532,0.14232209737827714,0.04119850187265917,0.04868913857677903,0.4943820224719101,0.06741573033707865,0.003745318352059925,0.18726591760299627,0.026217228464419477,0.00749063670411985,0.11235955056179775,0.02247191011235955,0.033707865168539325,0.11235955056179775,0.19101123595505617,0.299625468164794,0.052434456928838954,0.0149812734082397
23,0.31868131868131866,0.17216117216117216,0.047619047619047616,0.07692307692307693,0.29304029304029305,0.19413919413919414,0.018315018315018316,0.23443223443223443,0.10256410256410256,0.03296703296703297,0.08791208791208792,0.014652014652014652,0.05128205128205128,0.08791208791208792,0.39194139194139194,0.336996336996337,0.029304029304029304,0.007326007326007326
24,0.1885245901639344,0.1557377049180328,0.03278688524590164,0.02459016393442623,0.5655737704918032,0.09016393442622951,0.00819672131147541,0.47540983606557374,0.03278688524590164,0.00819672131147541,0.01639344262295082,0.04918032786885246,0.00819672131147541,0.28688524590163933,0.06557377049180328,0.040983606557377046,0.08196721311475409,0.02459016393442623
25,0.5921052631578947,0.32894736842105265,0.07894736842105263,0.07894736842105263,0.2894736842105263,0.02631578947368421,0.013157894736842105,0.19736842105263158,0.07894736842105263,0.013157894736842105,0.039473684210526314,0.0,0.013157894736842105,0.05263157894736842,0.5394736842105263,0.19736842105263158,0.17105263157894737,0.013157894736842105
26,0.16666666666666666,0.09444444444444444,0.027777777777777776,0.075,0.5666666666666667,0.022222222222222223,0.0,0.3277777777777778,0.03611111111111111,0.0,0.030555555555555555,0.03333333333333333,0.03611111111111111,0.25833333333333336,0.07777777777777778,0.11666666666666667,0.03611111111111111,0.019444444444444445
27,0.09523809523809523,0.07936507936507936,0.047619047619047616,0.09523809523809523,0.3968253968253968,0.09523809523809523,0.0,0.3492063492063492,0.14285714285714285,0.2222222222222222,0.031746031746031744,0.015873015873015872,0.06349206349206349,0.14285714285714285,0.06349206349206349,0.12698412698412698,0.06349206349206349,0.031746031746031744
28,0.17708333333333334,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.3333333333333333,0.07291666666666667,0.0,0.4375,0.041666666666666664,0.0625,0.052083333333333336,0.052083333333333336,0.041666666666666664,0.21875,0.13541666666666666,0.22916666666666666,0.052083333333333336,0.020833333333333332
29,0.8247422680412371,0.25773195876288657,0.010309278350515464,0.0,0.10309278350515463,0.08247422680412371,0.0,0.24742268041237114,0.030927835051546393,0.020618556701030927,0.05154639175257732,0.010309278350515464,0.010309278350515464,0.08247422680412371,0.29896907216494845,0.28865979381443296,0.15463917525773196,0.030927835051546393
30,0.07894736842105263,0.0,0.02631578947368421,0.02631578947368421,0.18421052631578946,0.15789473684210525,0.05263157894736842,0.6578947368421053,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0
31,0.14018691588785046,0.102803738317757,0.028037383177570093,0.056074766355140186,0.8785046728971962,0.056074766355140186,0.009345794392523364,0.18691588785046728,0.018691588785046728,0.0,0.04672897196261682,0.056074766355140186,0.028037383177570093,0.19626168224299065,0.07476635514018691,0.04672897196261682,0.04672897196261682,0.037383177570093455
32,0.13953488372093023,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.27906976744186046,0.11627906976744186,0.0,0.46511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.06976744186046512,0.023255813953488372,0.20930232558139536,0.09302325581395349,0.4186046511627907,0.09302325581395349,0.023255813953488372
33,0.18803418803418803,0.09401709401709402,0.011396011396011397,0.037037037037037035,0.2022792022792023,0.09971509971509972,0.008547008547008548,0.42165242165242167,0.019943019943019943,0.03133903133903134,0.13105413105413105,0.039886039886039885,0.042735042735042736,0.1111111111111111,0.1282051282051282,0.2336182336182336,0.06267806267806268,0.03133903133903134
34,0.08163265306122448,0.08163265306122448,0.034013605442176874,0.061224489795918366,0.7551020408163265,0.034013605442176874,0.0,0.25170068027210885,0.027210884353741496,0.0,0.10884353741496598,0.027210884353741496,0.013605442176870748,0.30612244897959184,0.04081632653061224,0.08843537414965986,0.013605442176870748,0.006802721088435374
35,0.0898876404494382,0.056179775280898875,0.056179775280898875,0.06179775280898876,0.33146067415730335,0.033707865168539325,0.0,0.5449438202247191,0.0056179775280898875,0.011235955056179775,0.011235955056179775,0.15730337078651685,0.06179775280898876,0.25842696629213485,0.02247191011235955,0.10112359550561797,0.07303370786516854,0.08426966292134831
36,0.3492063492063492,0.12380952380952381,0.06031746031746032,0.050793650793650794,0.4126984126984127,0.08571428571428572,0.015873015873015872,0.33015873015873015,0.025396825396825397,0.015873015873015872,0.047619047619047616,0.01904761904761905,0.0380952380952381,0.13968253968253969,0.2,0.27936507936507937,0.11746031746031746,0.012698412698412698
37,0.1702127659574468,0.1276595744680851,0.06382978723404255,0.0851063829787234,0.5319148936170213,0.02127659574468085,0.0,0.19148936170212766,0.02127659574468085,0.0,0.0851063829787234,0.10638297872340426,0.02127659574468085,0.6808510638297872,0.06382978723404255,0.06382978723404255,0.10638297872340426,0.0
38,0.07777777777777778,0.03333333333333333,0.05555555555555555,0.07777777777777778,0.4888888888888889,0.022222222222222223,0.011111111111111112,0.45555555555555555,0.0,0.0,0.0,0.05555555555555555,0.011111111111111112,0.6666666666666666,0.022222222222222223,0.12222222222222222,0.022222222222222223,0.0
